"Prednasejici","Nazev","Bio","Anotace","Url","YouTube"
"Tomáš Janečka","🎤 Prototypovanie deskových hier + využitie AI nástrojov","https://www.linkedin.com/in/tom","<p>Přednášející Tomáš v úvodu videa vysvětluje, že se chystá prezentovat kreativní téma, které se týká tvorby deskových her, prototypování a využití AI nástrojů. Na začátku představí, jaké technologie používá a popíše proces, jak vytvářel herní karty, krabičky na karty i krabici na celou hru. Věnuje se jedné konkrétní hře, na které pracuje přes čtyři roky.</p>
<p>Dále se ptá publika, zda někdo hraje League of Legends, Dotu nebo karetní hru Bang!, a zdůrazňuje, že jeho zájem o herní design začal při studiu na univerzitě. Tam se přihlásil na předmět game design, který ho vedl k vývoji složitější hry, než bylo požadováno. Přednášející vysvětluje, že při tvorbě hry musel řešit mnoho technických výzev, například ukládání dat o hrdinech, jejich akcích a příbězích, a popisuje nutnost jejich verzování a navrhování.</p>
<p>Technologie, které používá, zahrnují kombinaci Excelu a nástroje Nandeck pro vytváření karet. Vysvětluje, jak si uložil jednotlivé akce hrdinů v Excelu a pomocí Nandecku generoval 200 karet připravených k tisku. Grafiku vytvářel pomocí programu getimg.tpx a texty psal pomocí GPT-4, což mu umožnilo psát příběhy pro hrdiny a popisy akcí.</p>
<p>V další části videa ukazuje, jak vytvářel krabice na hru. Nejtěžší bylo podle něj zvolit téma, ale nakonec využil AI pro generování obrázků a kombinoval různé styly grafiky, aby vytvořil realistické i kreslené verze jednotlivých herních prvků. Na závěr ukazuje, jak vytvořil arénu pro hru z jednotlivých obrázků a sestavil ji do kompletní podoby.</p>
<p>Tomáš také zmíní, jak využil ChatGPT k vytvoření příběhů pro jednotlivé hrdiny. Do nástroje vložil tabulku s údaji o hrdinovi, nechal AI napsat příběh a poté jej upravil na požadovaný počet znaků.</p>
<p>Na závěr přednášky Tomáš shrnuje vývoj hry, kterou v šesti verzích postupně zlepšoval. Od prvních prototypů kreslených perem na papír až po finální verzi, která je plně hratelná a připravená k distribuci. Zmiňuje také svůj LinkedIn profil, kde poskytuje aktuální informace o vydání hry a dalších aktualizacích.</p>
","https://docs.google.com/presentation/d/1aFYv0B77kvQDiL0eKRBmywroo7iVzmJ6OZnXmlwPQN4/edit?usp=sharing","https://www.youtube.com/watch?v=jmRRinhmTg0"
"Pavel Kříž","🎤 KNX, ta jediná správná domácí automatizace","https://www.linkedin.com/in/pavel-kriz-cz/","<p>Přednášející Pavel Kříž představuje technologie pro domácí automatizaci, se zaměřením na KNX, kterou považuje za nejlepší a nejvhodnější sběrnici. Na začátku rozděluje automatizační technologie na drátové a bezdrátové, přičemž vyzdvihuje výhody drátových řešení jako KNX, a také zmiňuje další možnosti jako Loxone a průmyslové PLC systémy. Vysvětluje, že bezdrátové technologie se hodí spíše pro situace, kdy nelze snadno instalovat kabely, například při dodatečných úpravách elektroinstalace.</p>
<p>Dále Pavel popisuje technologie, které má doma nainstalované, včetně KNX, Zigbee a Wi-Fi, a zmiňuje, že kombinace různých technologií může vést k tzv. „zoologické zahradě“, kde je potřeba integrovat více systémů. Doporučuje použití platformy Home Assistant pro integraci těchto technologií.</p>
<p>Věnuje se i historii KNX sběrnice, která se dříve nazývala Instabus a EIB. Uvádí, že KNX podporuje různá média pro přenos dat, například Twisted pair (drát), Powerline, bezdrátové a ethernetové připojení. Přednášející popisuje základní technické parametry sběrnice KNX, například napětí a způsob komunikace mezi zařízeními.</p>
<p>Pavel zdůrazňuje výhody KNX, včetně otevřeného standardu, široké podpory výrobců a nezávislosti jednotlivých komponent, které fungují autonomně. Systém také nevyžaduje centrální server, což zajišťuje jeho spolehlivost. Upozorňuje však na nevýhody, jako je vysoká cena komponent a potřeba tahání nových kabelů, což je vhodné především pro novostavby a rozsáhlé rekonstrukce.</p>
<p>Zmiňuje možnosti snižování nákladů nákupem komponent na eBay nebo použitím čínských zařízení, přičemž si dává pozor na jejich bezpečnost. Přednášející také zmiňuje, že konfigurační software pro KNX není zdarma, ale lze ho získat levněji prostřednictvím školení nebo nákupu menších licencí.</p>
<p>Na závěr Pavel předvádí základní demo KNX systému, kde propojuje zdroj sběrnice s aktuátory a ukazuje, jak zařízení reagují na změny v nastavení. Vysvětluje, že si uživatelé mohou vytvořit vlastní zařízení pro KNX, například flashováním čínských komponentů nebo pomocí vlastního softwaru.</p>
","https://docs.google.com/presentation/d/1bVry4V0QrwJmw4ZiGIGTrkI-hFaPeke71Woc_61eK8A/edit?usp=sharing","https://www.youtube.com/watch?v=pDbPzIvMAJo"
"Pavel Šimerda ","🎤 Systémové programovací jazyky","","<p>Přednášející začíná tím, že se zaměřuje na téma kompilovaných programovacích jazyků, s důrazem na jazyk Rust, kterému se věnuje. Postupně rozebírá různé aspekty nízkoúrovňových (low-level) jazyků, jako je C a Rust, a jejich význam při práci s pamětí a hardwarovou kontrolou.</p>
<p>Vysvětluje, že nízkoúrovňové jazyky poskytují programátorovi větší kontrolu nad tím, jak se pracuje s pamětí, ale není vždy nutné tuto kontrolu plně využívat. Přednášející se zmiňuje o výhodách abstrakce, kdy lze psát jednoduché aplikace, aniž by bylo nutné neustále spravovat paměť.</p>
<p>Další klíčové téma přednášky je imperativní programování, které je pro nízkoúrovňové jazyky typické. Hovoří o tom, že při programování pro CPU nebo systémy s více procesory je potřeba více příkazů a méně funkcí typických pro funkcionální programování. Zmiňuje také význam garbage collection a plánování vláken, jak je tomu například u jazyka Go, a jejich vliv na výkon programu.</p>
<p>Přednášející diskutuje i o možnosti v některých jazycích, například v Rustu, obejít se bez nutnosti využívat runtime systém a garbage collection. Poukazuje na to, že pro plnou kontrolu nad výkonem programu je výhodné psát kód, který je přímo optimalizován pro hardware, nikoliv pro operační systém. Vysvětluje, jak je možné se v nízkoúrovňových jazycích vyhnout závislosti na standardních knihovnách operačního systému, a přiblížit se tak přímé hardwarové úrovni.</p>
<p>Přednášející dále porovnává různé programovací jazyky a jejich využití v nízkoúrovňovém programování. Diskutuje jazyky jako C, Rust, Swift nebo Zig a jejich vhodnost pro různé typy projektů. Zmiňuje také, jaké výhody a nevýhody přináší používání těchto jazyků, zejména pokud jde o jednoduchost syntaxe a komplexitu, přičemž C++ vyzdvihuje za jeho flexibilitu, která však přichází na úkor složitosti.</p>
<p>Závěrem se věnuje důvodům, proč volí Rust pro své projekty, a vyzdvihuje jeho schopnost zaručit bezpečnost programů, zejména ve smyslu správy paměti a bezpečného paralelního programování. Rust podle něj nabízí výhody, které u jiných nízkoúrovňových jazyků často chybí, a přibližuje produktivitu k jazykům vyšší úrovně, jako je Python.</p>
<p>Na závěr zmiňuje i současné trendy v používání Rustu, například v Linuxu, a zmíní, že Rust je čím dál více používán v průmyslu, a to i na úrovni mikrokontrolerů.</p>
","https://drive.google.com/file/d/1DA2WoEE2m0ftNlCWzA_fXu60t9_CvOAD/view?usp=sharing","https://www.youtube.com/watch?v=FuBdlGwLKgQ"
"Petr Ferschmann","🎤 Je čas opustit AWS?","","<p>Přednášející ve videu mluví o využití cloudu, konkrétně AWS, a otázce, zda je čas ho opustit. Vysvětluje, že jejich firma používá AWS pro své databáze, které obsahují 6 TB dat, zpracovávají 3 miliony API requestů denně a přenášejí 500 GB až 1 TB dat. Nicméně cena za využívání AWS výrazně vzrostla, což představuje až 10 % obratu firmy. Proto se rozhodli hledat alternativní řešení, protože náklady narostly na 250 000 Kč měsíčně, což je podstatný skok oproti původním 100 000 Kč.</p>
<p>Přednášející porovnává AWS s jinými poskytovateli, konkrétně s Hetznerem, kde za podobné služby platí výrazně méně – kolem 165 eur za server s 256 GB RAM, což vychází na dvacetinové náklady oproti AWS. Zmiňuje, že AWS je výhodný díky možnostem škálování a vysoké dostupnosti, ale je také drahý.</p>
<p>Firma se proto rozhodla přesunout část své infrastruktury na fyzické servery a využít Kubernetes jako nástroj pro správu kontejnerů. Kubernetes umožňuje spouštět aplikace flexibilně na více serverech, automaticky přepínat servery v případě výpadku a škálovat podle potřeby. Přednášející popisuje Kubernetes jako de facto standard, který je „developer-friendly“ a velmi rychlý, pokud jde o nasazování a správu aplikací.</p>
<p>Dále vysvětluje, jak Kubernetes řeší problémy s konfigurací, bezpečností a ukládáním dat, a zmiňuje používání Longhorn pro vysokou dostupnost datového úložiště. Nakonec doporučuje Kubernetes pro firmy, které chtějí optimalizovat své náklady na infrastrukturu, a vysvětluje, že pro jejich firmu přechod na Kubernetes znamenal návratnost investice během tří týdnů, s úsporou 2 milionů Kč ročně.</p>
<p>Závěrem přednášející doporučuje Kubernetes jako technologii, kterou by se měl každý naučit, pokud chce efektivně spravovat svou infrastrukturu, ať už na vlastních serverech nebo v cloudu.</p>
","https://docs.google.com/presentation/d/1ryH7oGEWlsbvkz2G9cNXRmw-7qwDQmy_unh9cskr_ns/edit?usp=sharing","https://www.youtube.com/watch?v=DQ7SoXb9TNI"
"Zdenek Henek","🎤 Datové struktury optimalizované pro cloud","","","https://docs.google.com/presentation/d/1oP2ESRrVwW1D_d82H4ACDzlAooDebIRjmQ-Z9JIJNbM/edit?usp=sharing",""
"Tomáš Zezula","🎤 Dynamické objekty v Kotlinu","https://www.linkedin.com/in/zezulatomas/","<p>Přednášející Tomáš Zezula, backendový vývojář, se v této přednášce věnuje tématu dynamických objektů v jazyce Kotlin. Na začátku vysvětluje, že ačkoli dynamické objekty nejsou běžně potřebné, v určitém projektu se mu hodily, a proto se rozhodl toto řešení představit. Uvádí, že dynamické objekty umožňují za běhu programu přidávat nové vlastnosti nebo metody, podobně jako je to možné například v JavaScriptu. Zdůrazňuje však, že tento přístup není doporučený, protože postrádá typovou bezpečnost a může vést k neudržitelnému kódu.</p>
<p>Tomáš popisuje, jakým způsobem se mu podařilo zachovat typovou bezpečnost při práci s dynamickými objekty v Kotlinu. Uvádí konkrétní případ použití, kdy v rámci projektu potřeboval vývojářům umožnit vytváření dynamických objektů, aniž by o tom musel předem vědět. Předvádí krátké demo, ve kterém ukazuje, jak přistupuje k dynamickým vlastnostem objektu a jakým způsobem řeší typovou bezpečnost.</p>
<p>Dále se zabývá validací dynamických objektů a ukazuje dva režimy práce s nimi: přísný a méně přísný režim. V přísném režimu program vygeneruje chybu, pokud není dynamická vlastnost definována správně, zatímco v méně přísném režimu vývojář musí ošetřit případné výjimky sám.</p>
<p>V závěru přednášky vysvětluje svou motivaci k řešení tohoto problému. Pracoval na projektu souvisejícím s API služby Zoom, jehož specifikace je velmi komplikovaná a rozsáhlá. Proto se rozhodl nepoužívat automaticky generovaný model a místo toho umožnil vývojářům definovat dynamické objekty podle jejich potřeb. Tomáš také zmínil, že se setká s účastníky na plánovaném meetupu v Brně.</p>
","https://docs.google.com/presentation/d/16rFLeR9TVHyDpnufA56qAyXneskjv_AJDAnf6mz-Sx0/edit?usp=sharing","https://www.youtube.com/watch?v=wNY1uEHFoaI"
"František Řezáč","🎤 Abstrakce a reprezentace","https://witter.cz/@calavera","<p>Ve videu Franta Řezáč mluví o pojmech abstrakce a reprezentace a jejich významu v každodenním myšlení a programování. Na základě nepříjemných zkušeností v práci začal zpochybňovat samotnou existenci abstrakce. Abstrakce je pro něj způsob, jakým mozek zpracovává informace, které nelze přímo uchopit, například počet jablek místo konkrétního fyzického předmětu. Přednášející vysvětluje, že čísla a cifry, které používáme, jsou pouze reprezentacemi těchto abstraktních pojmů a mohou být zobrazeny různými způsoby, jako binární kód nebo římské číslice.</p>
<p>Dále Řezáč rozebírá, jak jako inženýra ho zajímá, zda jsou všechny tyto reprezentace ekvivalentní a zaměnitelné. Tento problém se podle něj často vyskytuje, například když se matematické koncepty, jako že 4,9 periodických je vlastně stejné jako 5, dostávají do konfliktu s běžným vnímáním čísel. V této souvislosti zmiňuje esej Barryho Mazura, který se zabývá otázkou, kdy lze považovat dvě věci za stejné, což je také základem teorie kategorií.</p>
<p>Následně se Franta zaměřuje na programování, které označuje za aplikovanou matematiku. Problémy s reprezentací času ilustruje na příkladu historické třídy Java <code>util.Date</code>, která uchovává čas jako počet milisekund od roku 1970. Tento přístup je podle něj nevhodný, a proto byla zavedena nová třída <code>Java Time Instant</code>, která poskytuje lepší abstrakci času. Řezáč varuje, že je důležité neupínat se příliš na konkrétní implementaci, ale chápat abstraktní myšlenku, kterou třída představuje.</p>
<p>V závěru přednášky Řezáč přiznává, že ačkoli abstrakce a reprezentace jsou užitečné koncepty, realita bývá složitější. Na příkladu meziplanetárních cest ukazuje, že čas není vždy tak snadno měřitelný a srovnatelný, jak se může zdát, a že problémy s časovými zónami jsou běžné například při obchodování po celém světě. Jako praktické řešení zmiňuje využití tabulky, kde jednotlivé řádky představují různé reprezentace téhož problému. Nakonec shrnuje, že pro něj abstrakce znamená tyto ručně vytvářené řádky v tabulce, které mu umožňují řešit komplexní problémy.</p>
","https://docs.google.com/presentation/d/1m5UEhpDeCTzoOtDHYfAb8qh0KnKUPUxQpwzIm9vG4u4/edit?usp=sharing","https://www.youtube.com/watch?v=PutsvV42SVc"
"Vilibald Wanča","🎤 RTO nebo GTFO","https://witter.cz/@wvi","<p>Přednášející, Vilda, začíná video tím, že téma je pro něj terapeutické, protože bude mluvit o práci na dálku a práci v kancelářích. Zvlášť v současné době, kdy mnoho velkých firem, jako například Amazon, vyžaduje návrat zaměstnanců do kanceláří pod hrozbou ztráty zaměstnání.</p>
<p>Přednášející se snaží oslovit své publikum krátkou anketou, aby zjistil, kolik lidí pracuje na dálku. Zmiňuje, že i on sám pracuje částečně remote, ale oficiálně je povinen chodit do kanceláře čtyřikrát týdně. Následně se vrací k období pandemie, kdy mnoho firem rychle přešlo na práci z domova. Dává příklad svého působení ve firmě, která přešla kompletně na práci na dálku a fungovala bez problémů.</p>
<p>Vilda se zamýšlí nad tím, jak rychle se ukázalo, že mnoho věcí lze zvládnout remote, a kritizuje nefunkčnost některých nástrojů, jako například Microsoft Teams. Na druhou stranu oceňuje výhody nástrojů, jako je Zoom, který on sám používal.</p>
<p>Přednášející také zmiňuje, že práce na dálku může mít i své negativní stránky, například sociální izolaci, kdy někteří lidé zůstávají doma celé týdny a vycházejí jen minimálně. Dává příklady kolegů, kteří si nechávali dovážet jídlo a prakticky nevycházeli z domu.</p>
<p>Poté se dotýká důležitého tématu kancelářské kultury a vysvětluje, že manažeři mohou mít pocit ztráty kontroly, když nevidí své zaměstnance v kanceláři. Podle přednášejícího je to emocionální reakce a snaha managementu udržet si roli, i když již není tak potřebná.</p>
<p>Dále se věnuje tomu, že práce na dálku je v softwarovém odvětví přirozená a pro mnoho lidí efektivnější, protože mohou pracovat nerušeně. Uvádí, že pro některé firmy je návrat do kanceláří zbytečným krokem zpět a že budoucnost je v remote-friendly přístupu, kde zaměstnanci mají možnost pracovat jak z domova, tak z kanceláře podle svých potřeb.</p>
<p>Zmiňuje, že práce na dálku vyžaduje silnou psanou kulturu, kdy jsou všechny procesy a rozhodnutí dokumentovány, což je zásadní pro efektivní spolupráci v distribuovaných týmech. Přednášející doporučuje využívání chatu, wikipedií a dalších nástrojů k synchronizaci informací. Také zmiňuje, že dobrý setup pro vzdálenou práci zahrnuje například využití streamovacích technologií, jako je OBS, k lepší komunikaci a prezentaci.</p>
<p>Nakonec se věnuje problematice školení nováčků a juniorních zaměstnanců v remote prostředí, kdy je klíčové ukazovat jim práci v reálném čase, sdílet obrazovku a věnovat se pair programmingu, aby mohli snadněji pochopit různé pracovní postupy.</p>
<p>Vilda uzavírá video s myšlenkou, že firmy, které pochopí a adoptují remote-friendly přístup, budou mít v budoucnu konkurenční výhodu, zatímco ty, které se toho bojí, se tomu budou muset přizpůsobit.</p>
","https://docs.google.com/presentation/d/1nsSU1fT0ysECDCbxlT0dw-exEWUyYgPB/edit?usp=sharing&ouid=104091090538791778827&rtpof=true&sd=true","https://www.youtube.com/watch?v=uT8nNgSCiyY"
"chemiX","🎤Deskove hry, jak na ne","honzacerny.com","<p>Přednášející Honza Černý, známý také jako Chemix, začíná vyprávění o své lásce k hrám, kterou získal od svého otce. Ten ho naučil, že není nutné vše kupovat, ale že si lze věci také tvořit. Honza zmiňuje, že nejdůležitější sdělení jeho přednášky je, že by lidé měli hrát hry, protože jsou pro něj zdrojem zábavy a poučení.</p>
<p>Má profil na portálu Zatrolené hry, kde má sbírku 252 her. To někdy vyvolává diskuse s manželkou, protože neustále přibývají nové hry – ročně vyjde až 6000 nových deskových her po celém světě. Z toho důvodu upozorňuje na vysokou konkurenci, pokud by někdo chtěl vyvinout vlastní hru.</p>
<p>Honza vysvětluje, že ho zajímají hry do šířky, podobně jako ho zajímají různé technologie jako Oracle databáze nebo nové frameworky. Zkoumá hry napříč různými kategoriemi, zajímá ho, jaké mechaniky a herní prvky obsahují.</p>
<p>Zmiňuje různé typy her, jako jsou například Roll and Write nebo Flip and Write hry, kde se hráči zaměřují na kreslení nebo zakreslování prvků na mapu. Zmínil také různé kooperativní hry, včetně Skyteamu, kde hráči hrají jako pilot a kopilot. Doporučuje však tuto hru nehrát s manželkou, protože případné neúspěchy mohou vést k neshodám.</p>
<p>Dále mluví o komplexnějších hrách, jako je Brass Birmingham, což je náročná ekonomická hra bez náhody, která ho velmi baví. Zmiňuje také asymetrickou hru Root, kde každý hráč ovládá jiný klan a snaží se ovládnout les.</p>
<p>Honza přechází k tématu vývoje her a vysvětluje svůj přístup k tvorbě her. Začíná nápadem a následně vytváří papírový prototyp, který testuje, aby odhalil chyby a možnosti zlepšení. Klade důraz na iterativní proces, kde je běžné hru několikrát předělat. Doporučuje nástroje jako Nandec a Decktoser pro vytvoření high fidelity prototypů a Tabletop Simulator pro virtuální testování her.</p>
<p>Závěrem motivuje posluchače k tomu, aby hráli více her, zkoušeli různé herní mechaniky, kombinovali témata a zkoumali nové nápady, i když je následně odloží do šuplíku. Hlavním poselstvím je hrát hry a užívat si kreativní proces jejich tvorby.</p>
","https://www.figma.com/deck/tTzlnhuKFmT0lkKrYKQn1G","https://www.youtube.com/watch?v=D6XCm--kenE"
"David Petrla","🎤Poletíme ke hvězdám? Pokrok v raketových motorech.","","<p>Přednášející se v této přednášce věnuje principům raketových motorů a jejich různým typům. Nejprve vysvětluje základní fungování raketového motoru, kde je klíčovým prvkem pohonná hmota, která není palivem, ale látkou, jejíž energie je nějakým způsobem uvolňována. Hlavním úkolem trysky je usměrnit nekoordinovaný pohyb částic tak, aby se pohybovaly jedním směrem.</p>
<p>Jednoduchý příklad je motor na stlačený plyn, kde tlaková nádoba obsahuje silně stlačený plyn, který uniká dozadu. Tento princip je využíván například na Mezinárodní vesmírné stanici (ISS). Dále přednášející přechází k motorům, kde je přidána chemická energie, a vysvětluje, jak chemická reakce pohání raketový motor pomocí katalyzátoru, který způsobuje uvolnění energie z pohonné hmoty.</p>
<p>Další typ motoru, který zmiňuje, je hypergolický motor, kde dvě pohonné hmoty samovolně reagují při smísení, což zjednodušuje konstrukci, ale tyto látky bývají velmi toxické. Přednášející zdůrazňuje, že tento typ motorů je často používán pro manévrovací trysky kosmických lodí.</p>
<p>Dále se dostává k problematice čerpadel v raketových motorech, která jsou nezbytná, aby zajišťovala dostatečný tlak na vstupu do spalovací komory. Vysvětluje konstrukci čerpadel, například u motorů raketoplánu, kde každé čerpadlo dosahovalo výkonu až 20 MW. V historickém kontextu připomíná motor německé střely V-2, který byl předchůdcem moderních raketových motorů.</p>
<p>Přednášející pokračuje vysvětlením rozdílu mezi otevřeným a uzavřeným cyklem raketových motorů, přičemž uzavřený cyklus je efektivnější, ale složitější na konstrukci. Zmiňuje také nejmodernější raketové motory, jako je Raptor společnosti SpaceX, který využívá právě uzavřený cyklus.</p>
<p>V závěru přednášky se věnuje novým technologiím, včetně detonačních motorů, které by mohly zvýšit efektivitu raketových motorů o 25 %. Zmiňuje také projekt jaderných raketových motorů, které byly vyvinuty v 60. letech v rámci projektu NERVA, a které by mohly v budoucnu zkrátit dobu letu na Mars na polovinu. Tento typ motorů by mohl být znovu nasazen v kosmických misích v rámci projektu DRACO kolem roku 2027.</p>
","https://docs.google.com/presentation/d/1FUKB6PU6YjGb4baaBKLjWfTGAdGCWRLW/edit?usp=sharing&ouid=106532318343114098414&rtpof=true&sd=true","https://www.youtube.com/watch?v=X7vfsiMQBYw"
