"Prednasejici","Nazev","Bio","Anotace","Url","YouTube"
"Martin Dulák","🎤 Sometimes you should over-engineer it","https://www.linkedin.com/in/dulak/","<p>Martin Dulák ve své přednášce &quot;jOpenSpace 2025 - Sometimes you should over-engineer it&quot; zkoumá dilema mezi technickým nadšením a architektonickými požadavky v oblasti softwarového vývoje. Představuje příběh o přepisování zastaralého systému, který byl napsán v Pascale a jehož údržba byla problematická. Dulák se zaměřuje na to, jak se rozhodli najít existující řešení, které by splnilo alespoň 50 % požadavků, a jak se při tom setkali s různými technickými výzvami. V rámci prezentace také představuje inovativní nástroj Ice panel, který usnadňuje diagramování a vizualizaci architektury systému. Hlavními body přednášky jsou důležitost flexibility v návrhu systémů a ochota přehodnotit a rearchitektovat řešení, když se ukáže, že původní přístup není efektivní. Dulák zdůrazňuje, že někdy je lepší investovat do sofistikovanějších technologií, které mohou přinést dlouhodobé výhody. Tato přednáška je inspirativním pohledem na to, jak se vyrovnat s technickými výzvami a jak se poučit z chyb v procesu vývoje.</p>
","https://drive.google.com/file/d/1hFg11Sd2R6f9aYeXqYdbHJGAUOKTtqrG/view?usp=sharing","https://www.youtube.com/watch?v=3Y7MUt8JlRk"
"Petr Filip","🎤 Frontend-Backend integrace bez bolesti",,"<p>Petr Filip ve své přednášce &quot;jOpenSpace 2025&quot; zkoumá problematiku integrace backendu a frontendu v kontextu moderního vývoje softwaru. Zaměřuje se na výzvy, které fullstackoví vývojáři čelí při synchronizaci změn mezi těmito dvěma částmi aplikace, a představuje různé technologie, které mohou tento proces usnadnit. Mezi nimi se objevují nástroje jako Swagger, JSON Schema a gRPC, avšak Filip upozorňuje na jejich nevhodnost pro menší projekty. Klíčovým bodem jeho prezentace je technologie TRPC, která umožňuje automatické typování mezi backendem a frontendem, čímž snižuje riziko chyb. Největší pozornost však věnuje Vádin Hilla, kombinaci Spring Bootu, Reactu a TypeScriptu, která nabízí plně integrované a bezpečné prostředí pro vývoj. Díky této technologii mohou vývojáři okamžitě vidět chyby a využívat automatické generování kódu, což výrazně zrychluje vývojový proces. Filipova přednáška je cenným zdrojem informací pro každého, kdo se zajímá o efektivní metody integrace v moderním softwarovém vývoji.</p>
","https://docs.google.com/presentation/d/1HQwwEbBNJQIcf6OTAs8pJy_D20Y0nqOVc06X70Mgfqo/edit?slide=id.g368b57d9771_0_5#slide=id.g368b57d9771_0_5 ","https://www.youtube.com/watch?v=A3SVfENtaQY"
"Filip Štaffa","🎤 Git Gud",,"<p>Filip Štaffa ve své přednášce &quot;Git Gud&quot; zkoumá koncept zlepšování a učení se prostřednictvím videoher, zejména na příkladech her Dark Souls a Elden Ring. Představuje, jak tyto hry, známé svou obtížností, mohou pomoci hráčům vybudovat sebevědomí a trpělivost, což má pozitivní dopad na jejich osobní rozvoj. Štafa se zaměřuje na důležitost porozumění herním mechanikám a na to, jak opakované pokusy a selhání vedou k hlubšímu učení. Dále diskutuje o paralelách mezi herním učením a profesním rozvojem, kdy nedostatečné základy mohou vést k frustraci a neúspěchu. V závěru přednášky doporučuje cílené učení a konzistentní technologický stack jako klíčové faktory pro úspěch v obou oblastech. Přednáška je inspirativním pohledem na to, jak mohou hry sloužit jako nástroj pro osobní růst a efektivní učení.</p>
","https://docs.google.com/presentation/d/1J5fJSWM7zRzUkobLcMHHhKTRADeeII_Wvi6oxsBuDfw/edit?slide=id.p#slide=id.p ","https://www.youtube.com/watch?v=e0kW6rhQn8M"
"Tomáš Karela Procházka","🎤 gRPC - Looking for magic",,"<p>Tomáš Karela Procházka ve své přednášce &quot;jOpenSpace 2025 - gRPC - Looking for magic&quot; se zaměřuje na technologii gRPC, která je často vnímána jako složitá a tajemná. Cílem jeho prezentace je demystifikovat gRPC a ukázat, že se není čeho bát, ačkoli se nejedná o zázračnou technologii. Procházka vysvětluje, že gRPC je RPC framework, který využívá HTTP/2 a umožňuje efektivní komunikaci mezi servery a klienty. Zmiňuje klíčové výhody, jako je multiplexing a bidirectional communication, které zlepšují výkon a efektivitu přenosu dat. Dále se věnuje i některým nevýhodám, jako je složitější load balancing a problémy s chybovými hlášeními. Přednáška obsahuje také praktické ukázky a příklady, které ilustrují, jak gRPC funguje v praxi. Procházka tak poskytuje cenné informace pro vývojáře, kteří chtějí lépe porozumět této technologii a jejímu využití v moderních aplikacích.</p>
","https://docs.google.com/presentation/d/1_HJsLPXQKMbV31pkUVZu21e63G57YJQwbfe-ei19kKs","https://www.youtube.com/watch?v=D4jTN0_d5gM"
"Pavel Jetenský","🎤 Simple guide to remote debugging",,"<p>Pavel Jetenský ve své přednášce &quot;Simple guide to remote debugging&quot; přináší praktický pohled na problematiku vzdáleného ladění aplikací, zejména v prostředí Java a Node.js. Cílem jeho prezentace je ukázat, že nastavení remote debugingu není tak složité, jak se může zdát, a že správná konfigurace může výrazně usnadnit práci vývojářům. Pavel se zaměřuje na konkrétní postupy, jak ladit služby běžící na vzdálených serverech, včetně použití Dockeru a SSH tunelů. V rámci přednášky demonstruje, jak správně nastavit debugovací porty a jak se vyhnout běžným chybám, které mohou bránit úspěšnému ladění. Dále se věnuje užitečným tipům, jako je komunikace s testerem o možných dopadech ladění na výkon aplikace. Na závěr Pavel sdílí rady, jak pracovat se zdrojovými kódy v Dockeru a jak efektivně získat potřebné soubory pro další vývoj. Tato přednáška je cenným zdrojem informací pro všechny, kteří chtějí zlepšit své dovednosti v oblasti vzdáleného ladění a efektivněji řešit problémy s aplikacemi.</p>
","https://prezi.com/view/CAf5JqoNbJs3T4lpA1pX/?referral_token=S5on9plnB3FN","https://www.youtube.com/watch?v=p7DcCbTLiyQ"
"Pavel Tomášek","🎤 Technologické bestie",,"<p>Pavel Jetenský ve své přednášce &quot;Simple guide to remote debugging&quot; přináší praktický pohled na problematiku vzdáleného ladění aplikací, zejména v prostředí Java a Node.js. Cílem jeho prezentace je ukázat, že nastavení remote debugingu není tak složité, jak se může zdát, a že správná konfigurace může výrazně usnadnit práci vývojářům. Pavel se zaměřuje na konkrétní postupy, jak ladit služby běžící na vzdálených serverech, včetně použití Dockeru a SSH tunelů. V rámci přednášky demonstruje, jak správně nastavit debugovací porty a jak se vyhnout běžným chybám, které mohou bránit úspěšnému ladění. Dále se věnuje užitečným tipům, jako je komunikace s testerem o možných dopadech ladění na výkon aplikace. Na závěr Pavel sdílí rady, jak pracovat se zdrojovými kódy v Dockeru a jak efektivně získat potřebné soubory pro další vývoj. Tato přednáška je cenným zdrojem informací pro všechny, kteří chtějí zlepšit své dovednosti v oblasti vzdáleného ladění a efektivněji řešit problémy s aplikacemi.</p>
",,"https://www.youtube.com/watch?v=p7DcCbTLiyQ"
"Ondra Nekola ","🎤 Smrtonosná trojka","https://www.nekola.cz","<p>Ondra Nekola ve své přednášce &quot;Smrtonosná trojka&quot; zkoumá spojení velkých jazykových modelů s různými nástroji a jejich potenciální důsledky. Zaměřuje se na to, jak jazykové modely, které se vyvinuly v schopnosti generovat komplexní texty, mohou interagovat s externími nástroji prostřednictvím nového standardu Model Context Protocol. Tento přístup umožňuje uživatelům efektivně využívat jazykové modely k provádění různých úkolů, avšak přináší také otázky ohledně bezpečnosti a integrity dat. Nekula varuje před riziky, která vznikají, když jazykové modely mají přístup k privátním informacím a mohou komunikovat s nedůvěryhodným obsahem. Přednáška se dotýká i možných řešení těchto problémů, přičemž zdůrazňuje, že odstranění některých funkcí by mohlo snížit užitečnost těchto agentních systémů. Celkově je prezentace výstižným pohledem na současné výzvy v oblasti umělé inteligence a jejího bezpečného nasazení.</p>
",,"https://www.youtube.com/watch?v=HwLtnAUP5fA"
"Vít Kalisz","🎤 Jak dostat AI do škol?","notnullmakers.com","<p>Vít Kalisz ve své přednášce &quot;Jak dostat AI do škol?&quot; zkoumá výzvy a možnosti integrace umělé inteligence do vzdělávacího systému. Zaměřuje se na překážky, které brání efektivnímu zavedení AI, jako jsou obavy rodičů, nedostatečné financování a hierarchická struktura školství. Kalisz zdůrazňuje, že klíčovým krokem je přesvědčit ředitele škol a učitele o přínosech AI, přičemž poukazuje na nedostatek podpory a školení pro učitele. Dále se věnuje otázce nákladů na technologie a navrhuje alternativní modely, které by mohly školám usnadnit přístup k AI nástrojům. V závěru vyzývá účastníky, aby se zapojili do testování nového nástroje, který by měl usnadnit využívání AI ve školách. Přednáška nabízí cenné postřehy a inspiraci pro všechny, kdo se zajímají o modernizaci vzdělávání a využití technologií v učebním procesu.</p>
","https://docs.google.com/presentation/d/1i5-jm2SmBDBC0HV2_fLVSEPoUXw41zy98SM9nWcQ0eA/edit?usp=sharing","https://www.youtube.com/watch?v=d6mn5bgHFRI"
"Lojza Holub","🎤 Úvod do Evžena Oněgina","https://commity.cz","<p>Lojza Holub ve své přednášce &quot;jOpenSpace 2025 - Úvod do Evžena Oněgina&quot; zkoumá fascinující spojení mezi matematikou, filozofií a literaturou v kontextu ruské revoluce. Zaměřuje se na myšlenky matematiků Pavla Nekrasova a Andreje Markova, kteří se střetli v debatě o svobodné vůli a pravděpodobnosti. Nekrasov se pokusil prokázat existenci svobodné vůle pomocí statistiky rozvodů, zatímco Markov argumentoval, že pravděpodobnost může platit i pro závislé jevy, což dokázal analýzou textu z &quot;Evžena Oněgina&quot;. Holub ukazuje, jak Markovova práce ovlivnila moderní generování textu a statistické modely, a varuje před nebezpečím, že generovaný obsah může oslabit naši schopnost svobodně vyjadřovat myšlenky. Přednáška tak nabízí nejen historický pohled na vývoj myšlenek o pravděpodobnosti, ale i aktuální úvahy o vlivu technologií na lidskou kreativitu a svobodnou vůli. Holubova prezentace je výjimečná kombinací vědeckého bádání a filozofických úvah, které podněcují k zamyšlení nad naším vztahem k technologiím a umělé inteligenci.</p>
","https://docs.google.com/presentation/d/1SoVMWUZTTAbccWIN6PZzVrZ22a-bT59jkDu6jy_C_Ag/edit?usp=sharing","https://www.youtube.com/watch?v=KAEB2lkzOMg"
"Ondrej Sika","🎤 Kubernetes secrets the right way","https://sika.io","<p>Ondřej Šika ve své přednášce &quot;Secrets in Kubernetes The Right Way&quot; představuje efektivní a bezpečné metody správy tajemství v prostředí Kubernetes. Zaměřuje se na GitOps přístup a ukazuje, jak se vyhnout ukládání tajemství přímo v Git repozitářích. Představuje nástroje jako HashiCorp Vault a OpenBow, které umožňují spravovat tajemství pomocí dynamických a verzovaných přístupů. Důraz klade na autentizaci pomocí JWT a OIDC, což zajišťuje bezpečný přístup bez statických tokenů. Ondřej také popisuje možnosti integrace Vaultu s Kubernetes, a to buď přímo v aplikaci, nebo prostřednictvím operátorů, což usnadňuje práci s tajemstvími bez nutnosti zásadních změn v kódu. Celkově jeho prezentace nabízí praktické a osvědčené řešení pro moderní správu tajemství, které je škálovatelné a bezpečné. Tato přednáška je cenným zdrojem informací pro každého, kdo se zabývá Kubernetes a bezpečností aplikací.</p>
","https://docs.google.com/presentation/d/1oykfG53Luetf6qS9rQbfVchJPLp5Z5aspVP3-MJP8SI/edit?usp=sharing","https://www.youtube.com/watch?v=mqfqSNvDWiM"
"Filip Procházka ","🎤 Devin.AI - basic intro","https://filip-prochazka.com/","<p>Filip Procházka ve své přednášce &quot;jOpenSpace 2025&quot; zkoumá, jak zlepšit výstupy AI nástrojů pro kódování pomocí zpětné vazby a kontrolních mechanismů. Zaměřuje se na důležitost psaní kvalitních promptů a striktního typování kódu, které pomáhá minimalizovat chyby a zvyšuje efektivitu práce s AI. Procházka vysvětluje, jak feedback loop může zautomatizovat procesy a umožnit AI samostatně opravovat chyby, což šetří čas a zvyšuje kvalitu výsledného kódu. Dále představuje konkrétní příklady a nástroje, které usnadňují implementaci těchto principů, včetně knihovny pro striktní typování ID. Jeho přístup ukazuje, jak důležité je mít pod kontrolou generovaný kód, zejména v kontextu moderního vývoje aplikací. Přednáška je cenným zdrojem pro vývojáře, kteří chtějí efektivněji využívat AI a zlepšit kvalitu svého kódu. Procházka zdůrazňuje, že i když AI může být mocným nástrojem, je nezbytné mít stále na paměti kontrolu a ověřování výsledků.</p>
","https://docs.google.com/presentation/d/1OIN85XF82k9_kRgkE9q-imG4W0Vh6CrW2nb0o1muUD0/edit ","https://www.youtube.com/watch?v=UPlZ_Etea7g"
"Martin Bednář","🎤 Knížka v lahvi pro 21. století","https://www.linkedin.com/in/xxbedy/","<p>Martin Bednář ve své přednášce představuje inovativní projekt zaměřený na sdílení knih prostřednictvím knihovních budek. Inspirací mu byla jeho partnerka, která napsala několik knih, a společně se rozhodli, že je budou umisťovat do těchto budek. Aby sledovali, kde se knihy nacházejí, vytvořil jednoduchou aplikaci, která využívá QR kódy pro zaznamenávání polohy. Aplikace, postavená v Pythonu a využívající HTML a JavaScript, umožňuje uživatelům snadno sledovat cestu knih, které si půjčili. Bednář také sdílí své zkušenosti s vývojem a hostováním aplikace na open source platformě Heliohost, která je ideální pro malé projekty s nízkým provozem. Přednáška je nejen technicky zaměřená, ale také inspirativní pro všechny, kdo chtějí podpořit čtení a sdílení knih v moderním světě. Na závěr nabízí možnost si některé knihy vzít a pustit je do světa, čímž podněcuje interakci s publikem.</p>
","https://docs.google.com/presentation/d/1FNRG9AFQwtfVy7D1UixxgZ4EYxmRnamw2_TD8189Mo0/edit?usp=sharing","https://www.youtube.com/watch?v=mm0ntugfUwY"
"František Řezáč","🎤 oscloud.cz","https://calavera.info","<p>František Řezáč ve své přednášce představuje projekt OSCloud.cz, který je zaměřen na poskytování open source aplikací jako služeb. Cílem je ukázat, jak tento projekt přináší pozitivní změny v oblasti digitálních služeb a jak se snaží překonat výzvy, které open source čelí v éře komerčních řešení. Řezáč zdůrazňuje, že OSCloud.cz nabízí širokou škálu aplikací, včetně populárního Nextcloudu, chatovací platformy Matrix a dalších nástrojů pro organizaci a sdílení obsahu. Projekt se vyznačuje lokální podporou a komunitním přístupem, což z něj činí atraktivní alternativu k velkým technologickým firmám. Dále se zaměřuje na integraci různých služeb do jednoho rozhraní, což usnadňuje uživatelům přechod na open source řešení. Řezáč také zmiňuje inovativní aplikace, jako je Pairdrop, které řeší praktické problémy uživatelů. Celkově jeho prezentace ukazuje, jak může open source opět získat konkurenceschopnost a přinést uživatelům radost a svobodu v digitálním světě.</p>
","https://docs.google.com/presentation/d/1hIApwqazJV29sxGV9bQLlB3Dih1ITAlFZtau88jM0CY/edit?usp=sharing","https://www.youtube.com/watch?v=MsSki9QqlgY"
"Jan Novotný","🎤 Nesportujte s dětmi","https://novoj.net","<p>Jan Novotný ve své přednášce &quot;Nesportujte s dětmi&quot; zkoumá paradoxní situaci, kdy se rodiče snaží aktivně zapojit do sportovního života svých dětí, ale často se ocitají v pasti. Vysvětluje, jak se změnil životní styl dětí, které tráví více času doma a méně venku, což vede k potřebě najít alternativy, jak je motivovat k pohybu. Novotný sdílí vlastní zkušenosti s plaváním dětí a ukazuje, jak se zpočátku zdálo, že je to ideální řešení, které přináší radost a zdraví. Postupem času však odhaluje, že organizace závodů a tréninků se stává časově náročnou a vyčerpávající záležitostí, která může rodiče pohltit. Přesto se mu podařilo najít pozitivní aspekty, jako je zlepšení fyzické kondice a nové přátelství. Přednáška varuje před nečekanými náklady a závazky, které mohou sportovní aktivity přinést, a vybízí rodiče, aby si byli vědomi potenciálních úskalí. Celkově je to inspirativní a poučné zamyšlení nad tím, jak sport ovlivňuje rodinný život.</p>
","https://docs.google.com/presentation/d/183ChRmG69cV7aB0YapOgMYxji5wGK0fM_lPcdvOMEBE/edit?usp=sharing","https://www.youtube.com/watch?v=5giFTZhXkdU"
"Zdenek Henek","🎤 JavaEE => JakartaEE",,"<p>Zdeněk Henek ve své přednášce &quot;jOpenSpace 2025 - JavaEE : JakartaEE&quot; zkoumá výzvy spojené s migrací projektů na Jakarta EE. Upozorňuje na problém kompatibility, který může ohrozit stabilitu a důvěru zákazníků v Java ekosystém, zejména když se nové verze ukazují jako nekompatibilní se staršími aplikacemi. Zdeněk se zabývá takzvanou &quot;softwarovou archeologií&quot;, kdy se snaží porozumět a obnovit staré projekty, které mají často dvacetiletou historii. Představuje nástroje, jako je OpenRiveride a Tomcat Migration Tool, které usnadňují proces migrace, a diskutuje o nutnosti schválení změn od kolegů, aby se předešlo zbytečným komplikacím. Dále se zamýšlí nad možnostmi, jak udržet staré projekty funkční, a to i v případě, že zákazníci nechtějí přejít na novější verze. Zdeněkova přednáška je cenným zdrojem informací pro vývojáře, kteří se potýkají s podobnými problémy, a nabízí praktické rady a nástroje pro úspěšnou migraci.</p>
","https://docs.google.com/presentation/d/1s2GhXAiMA9MEqqI9qdawnF3HMOACa7s9wYvEQ9A3-Mk/edit?usp=sharing","https://www.youtube.com/watch?v=JymQRaoNIxU"
"Martin Strejc","🎤 Debugging Infrastructure Performance Issues",,"<p>Marian Schubert ve své přednášce představuje koncept event sourcingu, který se stal klíčovým prvkem ve vývoji backendových systémů jeho týmu a celé firmy. Vysvětluje, jak event sourcing mění způsob, jakým se ukládá stav aplikace, a to prostřednictvím doménových eventů, které reflektují byznys logiku. Přednáška se zaměřuje na výhody této metodologie, jako je lepší komunikace s byznysem, snadnější rozšiřitelnost systému a efektivnější generování reportů. Marian také zdůrazňuje, že event sourcing umožňuje jednodušší správu databázových migrací a zjednodušuje proces přidávání nových funkcionalit. Díky oddělení zápisů a čtení dat se zvyšuje výkon a snižuje složitost dotazů. Přednáška rovněž ukazuje, jak event sourcing přispívá k auditnímu záznamu a usnadňuje debugování. Celkově Marianova prezentace nabízí cenné poznatky pro vývojáře, kteří zvažují implementaci event sourcingu ve svých projektech.</p>
","https://docs.google.com/presentation/d/1-pgcRAKRvaAMc9bQP3-BBffMF3YQQ5viYzAzoDalAWY/edit?usp=sharing","https://www.youtube.com/watch?v=pp7WYOh0nIo"
"Filip Procházka","Better outputs of AI coding tools via feedback loops from stricter code",,"<p>Filip Procházka ve své přednášce &quot;jOpenSpace 2025&quot; zkoumá, jak zlepšit výstupy AI nástrojů pro kódování pomocí zpětné vazby a kontrolních mechanismů. Zaměřuje se na důležitost psaní kvalitních promptů a striktního typování kódu, které pomáhá minimalizovat chyby a zvyšuje efektivitu práce s AI. Procházka vysvětluje, jak feedback loop může zautomatizovat procesy a umožnit AI samostatně opravovat chyby, což šetří čas a zvyšuje kvalitu výsledného kódu. Dále představuje konkrétní příklady a nástroje, které usnadňují implementaci těchto principů, včetně knihovny pro striktní typování ID. Jeho přístup ukazuje, jak důležité je mít pod kontrolou generovaný kód, zejména v kontextu moderního vývoje aplikací. Přednáška je cenným zdrojem pro vývojáře, kteří chtějí efektivněji využívat AI a zlepšit kvalitu svého kódu. Procházka zdůrazňuje, že i když AI může být mocným nástrojem, je nezbytné mít stále na paměti kontrolu a ověřování výsledků.</p>
","https://docs.google.com/presentation/d/1BCavpivXPhLGHtPYNg60fjXb8o-m84FmXzsfMUQr0nI/edit ","https://www.youtube.com/watch?v=UPlZ_Etea7g"
